osm_id;ags;ort;plz;landkreis;bundesland;plz3
1104550;08335001;Aach;78267;Konstanz;Baden-Wuerttemberg;782
1255910;07235001;Aach;54298;Trier-Saarburg;Rheinland-Pfalz;542
62564;05334002;Aachen;52062;Staedteregion Aachen;Nordrhein-Westfalen;520
62564;05334002;Aachen;52064;Staedteregion Aachen;Nordrhein-Westfalen;520
62564;05334002;Aachen;52066;Staedteregion Aachen;Nordrhein-Westfalen;520
62564;05334002;Aachen;52068;Staedteregion Aachen;Nordrhein-Westfalen;520
62564;05334002;Aachen;52070;Staedteregion Aachen;Nordrhein-Westfalen;520
62564;05334002;Aachen;52072;Staedteregion Aachen;Nordrhein-Westfalen;520
62564;05334002;Aachen;52074;Staedteregion Aachen;Nordrhein-Westfalen;520
62564;05334002;Aachen;52076;Staedteregion Aachen;Nordrhein-Westfalen;520
62564;05334002;Aachen;52078;Staedteregion Aachen;Nordrhein-Westfalen;520
62564;05334002;Aachen;52080;Staedteregion Aachen;Nordrhein-Westfalen;520
915486;08136088;Aalen;73430;Ostalbkreis;Baden-Wuerttemberg;734
915486;08136088;Aalen;73431;Ostalbkreis;Baden-Wuerttemberg;734
915486;08136088;Aalen;73432;Ostalbkreis;Baden-Wuerttemberg;734
915486;08136088;Aalen;73433;Ostalbkreis;Baden-Wuerttemberg;734
915486;08136088;Aalen;73434;Ostalbkreis;Baden-Wuerttemberg;734
413109;06439001;Aarbergen;65326;Rheingau-Taunus-Kreis;Hessen;653
448770;01061001;Aasbuettel;25560;Kreis Steinburg;Schleswig-Holstein;255
158409;09576111;Abenberg;91183;Roth;Bayern;911
956651;09273111;Abensberg;93326;Kelheim;Bayern;933
1244276;07134001;Abentheuer;55767;Birkenfeld;Rheinland-Pfalz;557
1015097;09577111;Absberg;91720;Weissenburg-Gunzenhausen;Bayern;917
410485;08125001;Abstatt;74232;Heilbronn;Baden-Wuerttemberg;742
2389084;16065001;Abtsbessingen;99713;Kyffhaeuserkreis;Thueringen;997
915445;08136002;Abtsgmuend;73453;Ostalbkreis;Baden-Wuerttemberg;734
537061;06431001;Abtsteinach;69518;Kreis Bergstrasse;Hessen;695
283691;09675111;Abtswind;97355;Kitzingen;Bayern;973
1244067;07133001;Abtweiler;55568;Bad Kreuznach;Rheinland-Pfalz;555
2806596;08436001;Achberg;88147;Ravensburg;Baden-Wuerttemberg;881
452972;08317001;Achern;77855;Ortenaukreis;Baden-Wuerttemberg;778
1182036;03361001;Achim;28832;Verden;Niedersachsen;288
959175;09276111;Achslach;94250;Regen;Bayern;942
2801019;08426001;Achstetten;88480;Biberach;Baden-Wuerttemberg;884
548033;07137001;Acht;56729;Mayen-Koblenz;Rheinland-Pfalz;567
1246405;07134002;Achtelsbach;55767;Birkenfeld;Rheinland-Pfalz;557
548502;01058001;Achterwehr;24239;Kreis Rendsburg-Eckernfoerde;Schleswig-Holstein;242
1417214;01054001;Achtrup;25917;Kreis Nordfriesland;Schleswig-Holstein;259
2825844;08117001;Adelberg;73099;Goeppingen;Baden-Wuerttemberg;730
1399100;03159001;Adelebsen;37139;Goettingen;Niedersachsen;371
1796300;03351001;Adelheidsdorf;29352;Celle;Niedersachsen;293
915446;08136003;Adelmannsfelden;73486;Ostalbkreis;Baden-Wuerttemberg;734
943553;09176111;Adelschlag;85111;Eichstaett;Bayern;851
1016518;09572111;Adelsdorf;91325;Erlangen-Hoechstadt;Bayern;913
403733;08225001;Adelsheim;74740;Neckar-Odenwald-Kreis;Baden-Wuerttemberg;747
534077;09571111;Adelshofen;91587;Ansbach;Bayern;915
933549;09179111;Adelshofen;82276;Fuerstenfeldbruck;Bayern;822
452562;09772111;Adelsried;86477;Augsburg;Bayern;864
163655;09771111;Adelzhausen;86559;Aichach-Friedberg;Bayern;865
1060416;07131001;Adenau;53518;Ahrweiler;Rheinland-Pfalz;535
1246784;07336001;Adenbach;67742;Kusel;Rheinland-Pfalz;677
1363679;03151001;Adenbuettel;38528;Gifhorn;Niedersachsen;385
1392133;03355001;Adendorf;21365;Lueneburg;Niedersachsen;213
191347;09274111;Adlkofen;84166;Landshut;Bayern;841
391131;13072001;Admannshagen-Bargeshagen;18211;Rostock;Mecklenburg-Vorpommern;182
443610;14523010;Adorf/Vogtland;08626;Vogtlandkreis;Sachsen;086
448016;01061002;Aebtissinwisch;25572;Kreis Steinburg;Schleswig-Holstein;255
1169356;03252001;Aerzen;31855;Hameln-Pyrmont;Niedersachsen;318
405290;08118001;Affalterbach;71563;Ludwigsburg;Baden-Wuerttemberg;715
393482;09771112;Affing;86444;Aichach-Friedberg;Bayern;864
1992924;03251001;Affinghausen;27257;Diepholz;Niedersachsen;272
1171872;07232001;Affler;54689;Eifelkreis Bitburg-Pruem;Rheinland-Pfalz;546
445842;03359001;Agathenburg;21684;Stade;Niedersachsen;216
448765;01061003;Agethorst;25560;Kreis Steinburg;Schleswig-Holstein;255
403747;08225002;Aglasterhausen;74858;Neckar-Odenwald-Kreis;Baden-Wuerttemberg;748
191355;09274112;Aham;84168;Landshut;Bayern;841
162877;05554004;Ahaus;48683;Kreis Borken;Nordrhein-Westfalen;486
965596;03357001;Ahausen;27367;Rotenburg (Wuemme);Niedersachsen;273
1408072;13075001;Ahlbeck;17375;Vorpommern-Greifswald;Mecklenburg-Vorpommern;173
1808860;03358001;Ahlden;29693;Heidekreis;Niedersachsen;296
548612;01058175;Ahlefeld-Bistensee;24358;Kreis Rendsburg-Eckernfoerde;Schleswig-Holstein;243
152285;05570004;Ahlen;59227;Kreis Warendorf;Nordrhein-Westfalen;592
152285;05570004;Ahlen;59229;Kreis Warendorf;Nordrhein-Westfalen;592
446435;03359002;Ahlerstedt;21702;Stade;Niedersachsen;217
2409456;15087010;Ahlsdorf;06313;Mansfeld-Suedharz;Sachsen-Anhalt;063
1273264;16069001;Ahlstaedt;98553;Hildburghausen;Thueringen;985
530915;06633001;Ahnatal;34292;Kassel;Hessen;342
1145086;01059102;Ahneby;24996;Kreis Schleswig-Flensburg;Schleswig-Holstein;249
1797682;03351002;Ahnsbeck;29353;Celle;Niedersachsen;293
1169362;03257001;Ahnsen;31708;Schaumburg;Niedersachsen;317
959667;09278112;Aholfing;94345;Straubing-Bogen;Bayern;943
959803;09271111;Aholming;94527;Deggendorf;Bayern;945
401808;08128138;Ahorn;74744;Main-Tauber-Kreis;Baden-Wuerttemberg;747
956872;09473112;Ahorn;96482;Coburg;Bayern;964
1071012;09472111;Ahorntal;95491;Bayreuth;Bayern;954
1021829;07131002;Ahrbrueck;53506;Ahrweiler;Rheinland-Pfalz;535
382442;01055001;Ahrensboek;23623;Kreis Ostholstein;Schleswig-Holstein;236
453746;01062001;Ahrensburg;22926;Kreis Stormarn;Schleswig-Holstein;229
1318349;12060005;Ahrensfelde;16356;Barnim;Brandenburg;163
374204;13073001;Ahrenshagen-Daskow;18320;Vorpommern-Ruegen;Mecklenburg-Vorpommern;183
1406816;01054002;Ahrenshoeft;25853;Kreis Nordfriesland;Schleswig-Holstein;258
374244;13073002;Ahrenshoop;18347;Vorpommern-Ruegen;Mecklenburg-Vorpommern;183
1406979;01054003;Ahrenvioel;25885;Kreis Nordfriesland;Schleswig-Holstein;258
1406977;01054004;Ahrenvioelfeld;24896;Kreis Nordfriesland;Schleswig-Holstein;248
1406977;01054004;Ahrenvioelfeld;25885;Kreis Nordfriesland;Schleswig-Holstein;258
161897;09771113;Aichach;86551;Aichach-Friedberg;Bayern;865
958122;09275111;Aicha vorm Wald;94529;Passau;Bayern;945
2792688;08117002;Aichelberg;73101;Goeppingen;Baden-Wuerttemberg;731
935172;09774166;Aichen;86479;Guenzburg;Bayern;864
943754;08325001;Aichhalden;78733;Rottweil;Baden-Wuerttemberg;787
2806735;08436003;Aichstetten;88317;Ravensburg;Baden-Wuerttemberg;883
2796466;08116081;Aichtal;72631;Esslingen;Baden-Wuerttemberg;726
2792901;08116076;Aichwald;73773;Esslingen;Baden-Wuerttemberg;737
958099;09275112;Aidenbach;94501;Passau;Bayern;945
388769;09674111;Aidhausen;97491;Hassberge;Bayern;974
722153;08115001;Aidlingen;71134;Boeblingen;Baden-Wuerttemberg;711
956660;09273113;Aiglsbach;84089;Kelheim;Bayern;840
535001;07143200;Ailertchen;56459;Westerwaldkreis;Rheinland-Pfalz;564
162453;09771114;Aindling;86447;Aichach-Friedberg;Bayern;864
941761;09172111;Ainring;83404;Berchtesgadener Land;Bayern;834
956819;09773111;Aislingen;89344;Dillingen an der Donau;Bayern;893
959661;09278113;Aiterhofen;94330;Straubing-Bogen;Bayern;943
1244183;08336004;Aitern;79677;Loerrach;Baden-Wuerttemberg;796
2806736;08436004;Aitrach;88319;Ravensburg;Baden-Wuerttemberg;883
447974;09777111;Aitrang;87648;Ostallgaeu;Bayern;876
1329407;15082005;Aken (Elbe);06385;Anhalt-Bitterfeld;Sachsen-Anhalt;063
1329407;15082005;Aken (Elbe);06386;Anhalt-Bitterfeld;Sachsen-Anhalt;063
1284770;15090003;Aland;39615;Stendal;Sachsen-Anhalt;396
2186953;09187186;Albaching;83544;Rosenheim;Bayern;835
2786234;08337002;Albbruck;79774;Waldshut;Baden-Wuerttemberg;797
423032;01051001;Albersdorf;25767;Kreis Dithmarschen;Schleswig-Holstein;257
2778355;16074001;Albersdorf;07646;Saale-Holzland-Kreis;Thueringen;076
2792707;08117003;Albershausen;73095;Goeppingen;Baden-Wuerttemberg;730
1252774;07337001;Albersweiler;76857;Suedliche Weinstrasse;Rheinland-Pfalz;768
283563;09675112;Albertshofen;97320;Kitzingen;Bayern;973
1246578;07336002;Albessen;66871;Kusel;Rheinland-Pfalz;668
1248583;07331001;Albig;55234;Alzey-Worms;Rheinland-Pfalz;552
1254398;07333001;Albisheim (Pfrimm);67308;Donnersbergkreis;Rheinland-Pfalz;673
1471102;01053001;Albsfelde;23909;Kreis Herzogtum Lauenburg;Schleswig-Holstein;239
2779017;08417079;Albstadt;72458;Zollernalbkreis;Baden-Wuerttemberg;724
2779017;08417079;Albstadt;72459;Zollernalbkreis;Baden-Wuerttemberg;724
2779017;08417079;Albstadt;72461;Zollernalbkreis;Baden-Wuerttemberg;724
158407;05358004;Aldenhoven;52457;Kreis Dueren;Nordrhein-Westfalen;524
958104;09275114;Aldersbach;94501;Passau;Bayern;945
1231975;08327002;Aldingen;78554;Tuttlingen;Baden-Wuerttemberg;785
962467;09779111;Alerheim;86733;Donau-Ries;Bayern;867
1015138;09577113;Alesheim;91793;Weissenburg-Gunzenhausen;Bayern;917
568238;09774111;Aletshausen;86480;Guenzburg;Bayern;864
1269727;07135001;Alf;56859;Cochem-Zell;Rheinland-Pfalz;568
401623;08119001;Alfdorf;73553;Rems-Murr-Kreis;Baden-Wuerttemberg;735
401623;08119001;Alfdorf;73655;Rems-Murr-Kreis;Baden-Wuerttemberg;736
966167;09574111;Alfeld;91236;Nuernberger Land;Bayern;912
1168905;03254002;Alfeld (Leine);31061;Hildesheim;Niedersachsen;310
1821138;03459001;Alfhausen;49594;Osnabrueck;Niedersachsen;495
1269816;07135002;Alflen;56828;Cochem-Zell;Rheinland-Pfalz;568
1079020;03357002;Alfstedt;27432;Rotenburg (Wuemme);Niedersachsen;274
172095;05382004;Alfter;53347;Rhein-Sieg-Kreis;Nordrhein-Westfalen;533
91859;03254003;Algermissen;31191;Hildesheim;Niedersachsen;311
238961;06632001;Alheim;36211;Hersfeld-Rotenburg;Hessen;362
546611;07137201;Alken;56332;Mayen-Koblenz;Rheinland-Pfalz;563
396563;16070001;Alkersleben;99310;Ilm-Kreis;Thueringen;993
1428588;01054005;Alkersum;25938;Kreis Nordfriesland;Schleswig-Holstein;259
1245131;07134003;Allenbach;55758;Birkenfeld;Rheinland-Pfalz;557
443591;06635001;Allendorf;35108;Waldeck-Frankenberg;Hessen;351
539713;07141001;Allendorf;56370;Rhein-Lahn-Kreis;Rheinland-Pfalz;563
1273287;16073001;Allendorf;07426;Saalfeld-Rudolstadt;Thueringen;074
418611;06531001;Allendorf (Lumda);35469;Giessen;Hessen;354
1244219;07133002;Allenfeld;55595;Bad Kreuznach;Rheinland-Pfalz;555
2784841;08335002;Allensbach;78476;Konstanz;Baden-Wuerttemberg;784
158406;09576113;Allersberg;90584;Roth;Bayern;905
30015;09178113;Allershausen;85391;Freising;Bayern;853
2801344;08426005;Alleshausen;88422;Biberach;Baden-Wuerttemberg;884
933491;09179113;Alling;82239;Fuerstenfeldbruck;Bayern;822
445854;09772114;Allmannshofen;86695;Augsburg;Bayern;866
2801315;08426006;Allmannsweiler;88348;Biberach;Baden-Wuerttemberg;883
2803631;08425002;Allmendingen;89604;Alb-Donau-Kreis;Baden-Wuerttemberg;896
400939;08119003;Allmersbach im Tal;71573;Rems-Murr-Kreis;Baden-Wuerttemberg;715
2397385;15087015;Allstedt;06542;Mansfeld-Suedharz;Sachsen-Anhalt;065
1567454;01054006;Almdorf;25821;Kreis Nordfriesland;Schleswig-Holstein;258
418894;07132001;Almersbach;57610;Altenkirchen;Rheinland-Pfalz;576
58618;05170004;Alpen;46519;Kreis Wesel;Nordrhein-Westfalen;465
453150;07143202;Alpenrod;57642;Westerwaldkreis;Rheinland-Pfalz;576
453150;07143202;Alpenrod;57647;Westerwaldkreis;Rheinland-Pfalz;576
2411295;16068001;Alperstedt;99195;Soemmerda;Thueringen;991
935834;08237002;Alpirsbach;72275;Freudenstadt;Baden-Wuerttemberg;722
532368;07143001;Alsbach;56237;Westerwaldkreis;Rheinland-Pfalz;562
452415;06432001;Alsbach-Haehnlein;64665;Darmstadt-Dieburg;Hessen;646
157993;05334004;Alsdorf;52477;Staedteregion Aachen;Nordrhein-Westfalen;524
422316;07132002;Alsdorf;57518;Altenkirchen;Rheinland-Pfalz;575
1163504;07232002;Alsdorf;54668;Eifelkreis Bitburg-Pruem;Rheinland-Pfalz;546
1253873;07333003;Alsenz;67821;Donnersbergkreis;Rheinland-Pfalz;678
418327;06535001;Alsfeld;36304;Vogelsbergkreis;Hessen;363
1248686;07331002;Alsheim;67577;Alzey-Worms;Rheinland-Pfalz;675
1332300;15089005;Alsleben;06425;Salzlandkreis;Sachsen-Anhalt;064
2792885;08116004;Altbach;73776;Esslingen;Baden-Wuerttemberg;737
1157542;01059001;Alt Bennebek;24848;Kreis Schleswig-Flensburg;Schleswig-Holstein;248
394333;13072002;Alt Bukow;18233;Rostock;Mecklenburg-Vorpommern;182
1322902;12066008;Altdoebern;03229;Oberspreewald-Lausitz;Brandenburg;032
190875;09274113;Altdorf;84032;Landshut;Bayern;840
722061;08115002;Altdorf;71155;Boeblingen;Baden-Wuerttemberg;711
902680;08116005;Altdorf;72655;Esslingen;Baden-Wuerttemberg;726
1252492;07337002;Altdorf;67482;Suedliche Weinstrasse;Rheinland-Pfalz;674
966164;09574112;Altdorf bei Nuernberg;90518;Nuernberger Land;Bayern;905
548573;01058003;Alt Duvenstedt;24782;Kreis Rendsburg-Eckernfoerde;Schleswig-Holstein;247
548573;01058003;Alt Duvenstedt;24791;Kreis Rendsburg-Eckernfoerde;Schleswig-Holstein;247
548573;01058003;Alt Duvenstedt;24811;Kreis Rendsburg-Eckernfoerde;Schleswig-Holstein;248
1438081;13073003;Altefaehr;18573;Vorpommern-Ruegen;Mecklenburg-Vorpommern;185
964628;09375113;Alteglofsheim;93087;Regensburg;Bayern;930
168547;05962004;Altena;58762;Maerkischer Kreis;Nordrhein-Westfalen;587
1021826;07131003;Altenahr;53505;Ahrweiler;Rheinland-Pfalz;535
1244034;07133003;Altenbamberg;55585;Bad Kreuznach;Rheinland-Pfalz;555
148072;05774004;Altenbeken;33184;Kreis Paderborn;Nordrhein-Westfalen;331
455484;14628010;Altenberg;01773;Saechsische Schweiz-Osterzgebirge;Sachsen;017
455484;14628010;Altenberg;01778;Saechsische Schweiz-Osterzgebirge;Sachsen;017
2458400;16074002;Altenberga;07768;Saale-Holzland-Kreis;Thueringen;077
155779;05566004;Altenberge;48341;Kreis Steinfurt;Nordrhein-Westfalen;483
1273353;16073002;Altenbeuthen;07338;Saalfeld-Rudolstadt;Thueringen;073
394512;09676111;Altenbuch;97901;Miltenberg;Bayern;979
1263721;16077001;Altenburg;04600;Altenburger Land;Thueringen;046
537133;07141002;Altendiez;65624;Rhein-Lahn-Kreis;Rheinland-Pfalz;656
962080;09376112;Altendorf;92540;Schwandorf;Bayern;925
1077529;09471111;Altendorf;96146;Bamberg;Bayern;961
1246622;07336003;Altenglan;66885;Kusel;Rheinland-Pfalz;668
1427896;13071002;Altenhagen;17091;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;170
1286652;15083020;Altenhausen;39343;Boerde;Sachsen-Anhalt;393
554562;01058004;Altenhof;24340;Kreis Rendsburg-Eckernfoerde;Schleswig-Holstein;243
1424152;13071003;Altenhof;17209;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;172
554747;01058005;Altenholz;24161;Kreis Rendsburg-Eckernfoerde;Schleswig-Holstein;241
1252363;07336004;Altenkirchen;66903;Kusel;Rheinland-Pfalz;669
1437950;13073004;Altenkirchen;18556;Vorpommern-Ruegen;Mecklenburg-Vorpommern;185
418895;07132501;Altenkirchen (Westerwald);57610;Altenkirchen;Rheinland-Pfalz;576
382409;01055002;Altenkrempe;23730;Kreis Ostholstein;Schleswig-Holstein;237
1026858;09478111;Altenkunstadt;96264;Lichtenfels;Bayern;962
941639;09189111;Altenmarkt an der Alz;83352;Traunstein;Bayern;833
1460228;03360001;Altenmedingen;29575;Uelzen;Niedersachsen;295
447188;01061004;Altenmoor;25335;Kreis Steinburg;Schleswig-Holstein;253
452561;09772115;Altenmuenster;86450;Augsburg;Bayern;864
374185;13073005;Altenpleen;18445;Vorpommern-Ruegen;Mecklenburg-Vorpommern;184
2796467;08116006;Altenriet;72657;Esslingen;Baden-Wuerttemberg;726
450108;06440001;Altenstadt;63674;Wetteraukreis;Hessen;636
936742;09190111;Altenstadt;86972;Weilheim-Schongau;Bayern;869
941073;09775111;Altenstadt;89281;Neu-Ulm;Bayern;892
1059433;09374111;Altenstadt an der Waldnaab;92665;Neustadt an der Waldnaab;Bayern;926
1174479;08235006;Altensteig;72213;Calw;Baden-Wuerttemberg;722
964624;09375114;Altenthann;93177;Regensburg;Bayern;931
1427888;13071004;Altentreptow;17087;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;170
1204726;07140001;Alterkuelz;56288;Rhein-Hunsrueck-Kreis;Rheinland-Pfalz;562
180669;09679165;Altertheim;97237;Wuerzburg;Bayern;972
191496;09274114;Altfraunhofen;84169;Landshut;Bayern;841
933521;09179114;Althegnenberg;82278;Fuerstenfeldbruck;Bayern;822
2802280;08426008;Altheim;88499;Biberach;Baden-Wuerttemberg;884
2803632;08425004;Altheim;89605;Alb-Donau-Kreis;Baden-Wuerttemberg;896
2790973;08425005;Altheim (Alb);89174;Alb-Donau-Kreis;Baden-Wuerttemberg;891
933498;08235007;Althengstett;75382;Calw;Baden-Wuerttemberg;753
1250687;07340201;Althornbach;66484;Suedwestpfalz;Rheinland-Pfalz;664
400938;08119004;Althuette;71566;Rems-Murr-Kreis;Baden-Wuerttemberg;715
1318343;12060012;Althuettendorf;16247;Barnim;Brandenburg;162
2020631;13072004;Altkalen;17179;Rostock;Mecklenburg-Vorpommern;171
1451540;13076001;Alt Krenzlin;19288;Ludwigslust-Parchim;Mecklenburg-Vorpommern;192
1332946;12064029;Altlandsberg;15345;Maerkisch-Oderland;Brandenburg;153
1269719;07135003;Altlay;56858;Cochem-Zell;Rheinland-Pfalz;568
1249748;07332001;Altleiningen;67316;Bad Duerkheim;Rheinland-Pfalz;673
1249748;07332001;Altleiningen;67317;Bad Duerkheim;Rheinland-Pfalz;673
453415;08226003;Altlussheim;68804;Rhein-Neckar-Kreis;Baden-Wuerttemberg;688
943548;09176112;Altmannstein;93336;Eichstaett;Bayern;933
1284744;15090007;Altmaerkische Hoehe;39606;Stendal;Sachsen-Anhalt;396
1284744;15090007;Altmaerkische Hoehe;39615;Stendal;Sachsen-Anhalt;396
1284749;15090008;Altmaerkische Wische;39615;Stendal;Sachsen-Anhalt;396
1444893;13074001;Alt Meteln;19069;Nordwestmecklenburg;Mecklenburg-Vorpommern;190
414485;14522010;Altmittweida;09648;Mittelsachsen;Sachsen;096
1467346;01053002;Alt Moelln;23881;Kreis Herzogtum Lauenburg;Schleswig-Holstein;238
167317;09174111;Altomuenster;85250;Dachau;Bayern;852
942029;09171111;Altoetting;84503;Altoetting;Bayern;845
1259135;07231001;Altrich;54518;Bernkastel-Wittlich;Rheinland-Pfalz;545
418402;07338001;Altrip;67122;Rhein-Pfalz-Kreis;Rheinland-Pfalz;671
1171858;07232003;Altscheid;54636;Eifelkreis Bitburg-Pruem;Rheinland-Pfalz;546
1424389;13071001;Alt Schwerin;17214;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;172
2808120;08436005;Altshausen;88361;Ravensburg;Baden-Wuerttemberg;883
1269731;07135004;Altstrimmig;56858;Cochem-Zell;Rheinland-Pfalz;568
1996945;13072003;Alt Suehrkow;17166;Rostock;Mecklenburg-Vorpommern;171
1427539;13075002;Alt Tellin;17129;Vorpommern-Greifswald;Mecklenburg-Vorpommern;171
1332921;12064009;Alt Tucheband;15328;Maerkisch-Oderland;Brandenburg;153
957781;09780112;Altusried;87452;Oberallgaeu;Bayern;874
1408065;13075003;Altwarp;17375;Vorpommern-Greifswald;Mecklenburg-Vorpommern;173
1241628;07140002;Altweidelbach;55469;Rhein-Hunsrueck-Kreis;Rheinland-Pfalz;554
1410793;13075004;Altwigshagen;17379;Vorpommern-Greifswald;Mecklenburg-Vorpommern;173
1451533;13076002;Alt Zachun;19230;Ludwigslust-Parchim;Mecklenburg-Vorpommern;192
1388877;12061005;Alt Zauche-Wusswerk;15913;Dahme-Spreewald;Brandenburg;159
442764;01060002;Alveslohe;25486;Kreis Segeberg;Schleswig-Holstein;254
534148;09671111;Alzenau;63755;Aschaffenburg;Bayern;637
902672;07331003;Alzey;55232;Alzey-Worms;Rheinland-Pfalz;552
62772;09361000;Amberg;92224;;Bayern;922
958187;09778111;Amberg;86854;Unterallgaeu;Bayern;868
1846190;03355002;Amelinghausen;21385;Lueneburg;Niedersachsen;213
2156163;09187113;Amerang;83123;Rosenheim;Bayern;831
962454;09779112;Amerdingen;86735;Donau-Ries;Bayern;867
9206494;16071102;Am Ettersberg;99439;Weimarer Land;Thueringen;994
1286625;15083025;Am Grossen Bruch;39393;Boerde;Sachsen-Anhalt;393
1171847;07232004;Ammeldingen an der Our;54675;Eifelkreis Bitburg-Pruem;Rheinland-Pfalz;546
1171880;07232005;Ammeldingen bei Neuerburg;54673;Eifelkreis Bitburg-Pruem;Rheinland-Pfalz;546
176780;12072002;Am Mellensee;15838;Teltow-Flaeming;Brandenburg;158
2778907;08416048;Ammerbuch;72119;Tuebingen;Baden-Wuerttemberg;721
1016395;09573111;Ammerndorf;90614;Fuerth;Bayern;906
312038;01062090;Ammersbek;22949;Kreis Stormarn;Schleswig-Holstein;229
1028553;09371111;Ammerthal;92260;Amberg-Sulzbach;Bayern;922
2799906;16061116;Am Ohmberg;37345;Eichsfeld;Thueringen;373
225501;06534001;Amoeneburg;35287;Marburg-Biedenkopf;Hessen;352
393471;09676112;Amorbach;63916;Miltenberg;Bayern;639
941001;09183112;Ampfing;84539;Muehldorf am Inn;Bayern;845
394330;13072005;Am Salzhaff;18233;Rostock;Mecklenburg-Vorpommern;182
2770608;08425008;Amstetten;73340;Alb-Donau-Kreis;Baden-Wuerttemberg;733
10519401;16063104;Amt Creuzburg;99831;Wartburgkreis;Thueringen;998
1851834;03355049;Amt Neuhaus;19273;Lueneburg;Niedersachsen;192
422409;14521010;Amtsberg;09439;Erzgebirgskreis;Sachsen;094
2666038;16070028;Amt Wachsenburg;99102;Ilm-Kreis;Thueringen;991
2666038;16070028;Amt Wachsenburg;99334;Ilm-Kreis;Thueringen;993
2808296;08436006;Amtzell;88279;Ravensburg;Baden-Wuerttemberg;882
932296;09188117;Andechs;82346;Starnberg;Bayern;823
1079012;03357003;Anderlingen;27446;Rotenburg (Wuemme);Niedersachsen;274
541666;07137003;Andernach;56626;Mayen-Koblenz;Rheinland-Pfalz;566
2402486;15084012;An der Poststrasse;06647;Burgenlandkreis;Sachsen-Anhalt;066
9205121;16065088;An der Schmuecke;06577;Kyffhaeuserkreis;Thueringen;065
2006684;03454001;Andervenne;49832;Emsland;Niedersachsen;498
2411239;16068002;Andisleben;99189;Soemmerda;Thueringen;991
453373;08226102;Angelbachtal;74918;Rhein-Neckar-Kreis;Baden-Wuerttemberg;749
225487;06534002;Angelburg;35719;Marburg-Biedenkopf;Hessen;357
941791;09172112;Anger;83454;Berchtesgadener Land;Bayern;834
1334084;12073008;Angermuende;16278;Uckermark;Brandenburg;162
1286657;15083030;Angern;39326;Boerde;Sachsen-Anhalt;393
1286657;15083030;Angern;39517;Boerde;Sachsen-Anhalt;395
444701;07138002;Anhausen;56584;Neuwied;Rheinland-Pfalz;565
1424417;13071005;Ankershagen;17219;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;172
1432550;13075005;Anklam;17389;Vorpommern-Greifswald;Mecklenburg-Vorpommern;173
1817198;03459002;Ankum;49577;Osnabrueck;Niedersachsen;495
536625;14521020;Annaberg-Buchholz;09456;Erzgebirgskreis;Sachsen;094
2283775;15091010;Annaburg;06925;Wittenberg;Sachsen-Anhalt;069
1252764;07337501;Annweiler am Trifels;76855;Suedliche Weinstrasse;Rheinland-Pfalz;768
153400;05974004;Anroechte;59609;Kreis Soest;Nordrhein-Westfalen;596
2896623;16064073;Anrode;99976;Unstrut-Hainich-Kreis;Thueringen;999
62654;09561000;Ansbach;91522;;Bayern;915
548034;07137004;Anschau;56729;Mayen-Koblenz;Rheinland-Pfalz;567
936943;09190113;Antdorf;82387;Weilheim-Schongau;Bayern;823
418326;06535002;Antrifttal;36326;Vogelsbergkreis;Hessen;363
1060412;07131004;Antweiler;53533;Ahrweiler;Rheinland-Pfalz;535
929824;09175111;Anzing;85646;Ebersberg;Bayern;856
1176599;03257002;Apelern;31552;Schaumburg;Niedersachsen;315
1187347;03451001;Apen;26689;Ammerland;Niedersachsen;266
1285614;15081026;Apenburg-Winterfeld;38486;Altmarkkreis Salzwedel;Sachsen-Anhalt;384
446434;03359003;Apensen;21641;Stade;Niedersachsen;216
932427;09181111;Apfeldorf;86974;Landsberg am Lech;Bayern;869
957119;09778113;Apfeltrach;87742;Unterallgaeu;Bayern;877
2856439;16071001;Apolda;99510;Weimarer Land;Thueringen;995
278581;03353001;Appel;21279;Harburg;Niedersachsen;212
443484;01056001;Appen;25482;Kreis Pinneberg;Schleswig-Holstein;254
1245804;07339001;Appenheim;55437;Mainz-Bingen;Rheinland-Pfalz;554
452982;08317005;Appenweier;77767;Ortenaukreis;Baden-Wuerttemberg;777
1075157;07233201;Arbach;56769;Vulkaneifel;Rheinland-Pfalz;567
534392;09571113;Arberg;91722;Ansbach;Bayern;917
1060418;07131005;Aremberg;53533;Ahrweiler;Rheinland-Pfalz;535
1285588;15081030;Arendsee (Altmark);39619;Altmarkkreis Salzwedel;Sachsen-Anhalt;396
1259126;07231003;Arenrath;54518;Bernkastel-Wittlich;Rheinland-Pfalz;545
2395853;16061001;Arenshausen;37318;Eichsfeld;Thueringen;373
943712;09185113;Aresing;86561;Neuburg-Schrobenhausen;Bayern;865
548036;07137006;Arft;56729;Mayen-Koblenz;Rheinland-Pfalz;567
2806737;08436094;Argenbuehl;88260;Ravensburg;Baden-Wuerttemberg;882
1244212;07133004;Argenschwang;55595;Bad Kreuznach;Rheinland-Pfalz;555
1241484;07140003;Argenthal;55496;Rhein-Hunsrueck-Kreis;Rheinland-Pfalz;554
2011073;03255001;Arholzen;37627;Holzminden;Niedersachsen;376
